loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,8968232,1,21,-3,0,0,0,-1,-2,0,0,0,1,0,-3,1000,1,16,0,0,1207,211,-330,689,0,1,3,0,1,2,106,-14,2042,233,148,220,157,349,207,344,218,,,,,,,,,,,
1,8970200,1,22,-2,0,0,0,-1,0,0,0,0,1,0,-3,1000,1,16,0,0,1207,211,-331,687,0,0,-2,2,5,7,115,-14,2053,232,146,220,159,348,247,344,218,3,0,0,1,1,,,,,,
2,8972169,1,23,-1,0,0,0,-1,3,0,0,0,1,0,-3,1000,1,16,0,0,1206,210,-331,687,-2,0,-1,6,6,7,108,-5,2056,254,142,219,157,346,247,384,217,3,0,0,1,1,,,,,,
3,8974139,1,22,-5,0,0,0,-1,0,0,0,0,1,0,-3,1000,1,16,0,0,1207,175,-331,687,2,0,0,4,-1,14,111,-14,2050,223,162,220,157,347,246,424,216,3,0,0,1,1,,,,,,
4,8976109,1,23,-2,0,0,0,-1,4,0,0,0,1,0,-3,1000,1,16,0,0,1207,175,-331,683,1,0,-5,14,-11,9,116,-9,2073,232,152,219,157,347,286,425,217,3,0,0,1,1,,,,,,
5,8978081,0,23,-1,0,0,0,-5,4,0,0,0,1,0,-3,1000,1,16,0,0,1207,175,-331,685,1,0,4,3,-19,22,119,5,2061,217,158,218,156,348,326,420,216,3,0,0,1,1,,,,,,
6,8980055,0,23,-5,0,0,0,-5,5,0,0,0,1,0,-3,1000,1,16,0,0,1206,173,-331,685,4,1,1,4,-16,25,120,7,2056,211,163,218,157,351,326,460,216,3,0,0,1,1,,,,,,
7,8982030,0,25,-2,0,0,0,-6,10,0,0,0,1,0,-3,1000,1,16,0,0,1206,174,-332,681,2,0,2,9,-12,20,131,8,2082,203,160,219,154,350,366,459,217,3,0,0,1,1,,,,,,
8,8984005,0,24,-3,0,0,0,-6,8,0,0,0,1,0,-3,1000,1,16,0,0,1207,139,-332,682,6,1,1,9,-16,25,126,-4,2068,196,165,219,154,350,367,422,249,3,0,0,1,1,,,,,,
9,8987948,0,24,-3,0,0,0,-7,9,0,0,0,1,0,-3,1000,1,16,0,0,1207,139,-332,680,4,1,-3,14,-17,10,131,2,2073,192,162,218,154,350,407,422,250,3,0,0,1,1,,,,,,
10,8991892,-1,25,-2,0,0,0,-8,11,0,0,0,1,0,-3,1000,1,16,0,0,1207,139,-333,679,5,1,5,14,-5,20,140,3,2091,187,160,218,151,350,447,421,250,3,0,0,1,1,,,,,,
11,8995837,-2,25,-5,0,0,0,-8,8,0,0,0,1,0,-3,1000,1,16,0,0,1206,138,-333,679,8,1,1,13,-13,25,134,-1,2078,168,170,219,152,352,446,461,249,3,0,0,1,1,,,,,,
